OrderLineID,DeliveryTime
7468,4.072222887481992
1759,3.8065861712594136
4623,9.001622373352523
4788,3.7826437193215225
3369,5.086352763578354
14333,6.924825179914132
18876,5.693353139798422
3364,4.562875731439812
2070,4.059492036560134
6572,4.5870650462006
4718,4.507728734553499
10381,2.852686524040866
15190,3.2390906373387125
7332,3.3205096045982563
2546,3.984818812220492
6699,2.8684872894934648
2843,4.350920623282915
8855,4.033647742425295
19841,8.1143696917888
15936,2.160063999641001
18503,4.115572090266046
10886,4.197680665869142
14984,9.79996204438948
12203,4.759768994928401
7756,5.355666562310666
3818,4.093690464808526
14234,5.355666562310666
5773,5.469580791010506
3420,2.3537989608587497
9459,5.482981183893426
5337,4.256452433858066
4601,5.865817163114794
9533,2.8588238032623927
3024,4.652300322990512
7242,2.752709182788552
9246,3.053808587205239
689,4.687857811371155
7398,5.231440139819511
9737,7.08873794340349
7671,10.026339188086487
5760,4.111155702706158
17582,4.0927395361516865
9128,4.603302737746329
19240,3.9984100727917795
11615,3.111636420281727
5493,3.574361970697457
19961,5.358335748563347
6072,7.983655150453076
18473,7.80371238869153
8059,3.4688671472726353
16501,5.02437325851126
11729,8.598250829460708
10533,5.136831797068018
15247,3.6397481722939418
10485,4.3172874474341425
17194,5.104484593837728
3985,4.350920623282915
8781,6.12146727278669
19966,4.555845043195288
7786,9.115320593501584
16277,4.406469146798663
9363,4.297794531676994
13900,11.630646875317932
4234,4.107138723133188
15175,5.5191235198306
14206,4.766311320193831
19032,4.351448162298766
2850,4.5870650462006
8439,5.32171506663137
2683,7.026406483543486
3953,5.575921281548608
6582,4.3463456246098735
1323,7.380292479675987
18584,4.861896066790784
19074,3.8627307005287714
9143,2.7769565983382964
17984,4.52599413632336
5130,2.6435717688385627
27,3.6689855242345946
4855,4.031294626092832
12280,4.230568850246814
5113,4.350876772281265
6419,5.039006087423338
176,5.362199326494422
258,4.120878960074949
5819,7.363214452229568
10248,4.3172874474341425
2294,5.2729896203077
6960,4.070631965174757
10319,5.903449719735322
2058,6.297440149652939
13486,5.1785875245154855
4294,9.632893716222245
3290,4.296289684652414
1931,4.9002440336536335
18610,7.556349832451087
7272,5.439380667535079
17163,9.969460354923118
5515,5.64115655833852
13899,4.101141824054815
1112,4.545492164786414
15620,5.764139660237758
5847,4.37868430098438
6518,4.504302799282718
17888,4.031808780637654
8413,4.327673209225656
16559,3.039840001536863
19739,5.379725153602161
11869,6.330788802700283
11809,4.408907965604289
11177,5.165611759663721
18856,9.705545830322633
6119,3.8279641347088043
4753,8.050817572699737
19404,9.453702539490184
1282,4.717396044608144
9193,4.016298735188514
4816,4.313449024194468
11692,4.0147391094829326
6200,6.309432616642035
916,4.137492463228887
17176,4.811275930081802
19959,4.591229413113272
8053,5.458570061261272
12910,3.897357133247456
2186,2.033592134695812
5335,4.870344117773016
12804,2.792803128828433
15401,11.559089278469218
5351,8.33939104962696
6255,4.514681248618504
4595,2.0386223298312056
17805,5.427764770885586
3990,3.865274150989742
7519,2.9161918424567475
16863,4.770618492396555
17113,6.297440149652939
15121,3.9085045419659936
12313,4.214607324913355
1647,5.334699484303813
12550,11.444781950998784
1966,3.907912319717684
10379,3.956830130246116
14930,14.28345232913599
12692,4.804174703422629
12744,3.7888698100479283
4559,3.033928446614221
16562,3.8340541479844306
15165,4.738939426632718
2468,7.705810109927997
797,5.578351958648029
263,4.333484773273814
3127,3.7739718819988317
14644,7.572262173890197
8988,5.488484600653935
9148,6.569919080097621
18422,3.809438364171232
1444,5.575921281548608
16155,4.294305750542922
6755,4.115778135584389
18436,7.197761798024568
6377,11.715278994168786
14649,4.072257186438975
18307,4.899659460738302
2594,4.098785468287205
6024,4.811275930081802
17041,10.233919870242616
5668,4.090692877517401
19302,4.652300322990512
4703,4.582487153464862
6506,4.231183099313274
6185,2.9586731100169232
16418,4.704575284913324
3806,5.133459957128456
14429,2.7110787109649674
17510,4.350920623282915
13357,4.45731863585973
5125,4.385948993699054
6131,12.301994492104347
3881,3.67908629016221
8685,5.471463294132069
17062,4.52599413632336
2078,4.692659437317409
16472,5.676654562329655
8976,5.355666562310666
19162,10.165387971216767
13330,8.074941432338475
12024,3.210375835329057
18602,4.261788853252126
17859,9.492541038076798
11601,5.640088078645843
6610,4.738939426632718
13928,4.1764479916913935
792,6.563626443431616
19782,4.5870650462006
8605,3.491555644453568
19684,8.050817572699737
9302,5.249563914987245
12525,9.487402766961235
13496,4.912274219677519
6290,3.608997423117846
17663,3.9668770219022598
16442,4.741394215932929
7808,4.528982632469173
15918,3.8638417525847064
9619,5.441081166642879
11439,5.212721257063208
11336,2.9768711419702063
12325,4.233402628681585
7007,5.134896655431194
19496,5.4696695658122785
4877,5.644883897113664
15834,4.051664787498682
5811,11.000209556093083
17589,2.8690883198812
18912,3.5519309262917007
4462,3.0062071891468434
6822,5.763693695354131
6679,3.645179366327934
2460,4.351448162298766
4133,5.009584524558056
3405,4.623827788807414
9730,3.674928793249743
8699,4.27814904409742
16401,4.2796235324848055
7605,5.631138779533682
2430,7.399647041088925
2314,7.723786334100547
19089,5.358275880724415
11870,4.317674411555471
1723,4.37121953642558
1694,5.157763705461963
7670,4.214607324913355
6778,4.741478710246184
3986,3.263348498162153
14807,4.062186295592308
8304,4.659088248373646
2193,6.924825179914132
8993,4.629886030864168
1181,8.111012200668707
8848,3.7416923366505825
18857,5.231847206211727
6,5.470626727150822
16685,2.5940948004527855
4334,4.683053868329372
8194,9.70991577122151
16780,5.471463294132069
17211,4.401581898992415
19522,4.689642750791865
2269,4.350920623282915
18997,4.652300322990512
310,11.418883978381992
6349,4.498894459212132
14570,4.06855934891499
14334,4.021496393659518
1300,2.7964605625502164
14100,7.808100483536081
16322,6.676300762436686
1296,6.16558486040766
1421,2.3859760354609554
14078,10.458684411219638
7421,4.332384572263707
13398,4.487120434781338
18833,4.6116052032387325
10499,10.990740531810658
14210,3.481195020596336
12969,4.069921821049503
15201,4.573807712143708
18779,4.351448162298766
11680,4.06855934891499
4656,4.237308759172039
10830,6.308753193006761
10054,4.461265809593549
16982,7.380292479675987
9531,4.2709947421754135
18942,8.07599415195374
6049,4.977509496467431
18453,4.165623127746236
11522,8.258665299870213
19014,6.24093226554857
7722,6.199322509833307
3333,11.144297472230214
16287,4.42639365112675
18338,7.705683281130179
12698,4.1764479916913935
3394,4.293816054484006
3110,4.616376330442534
3346,4.87094713829999
15127,5.898661664268095
5786,4.5870650462006
7699,4.322975628115668
12158,2.8063061513968846
3601,4.04187967148432
16521,4.401581898992415
964,3.946950743316411
15494,4.9519423399587525
5998,4.190826630924946
13289,5.334699484303813
15685,4.031294626092832
14783,3.7888698100479283
11417,4.422088921259465
15801,6.129225122278488
11266,5.5272822432963356
10489,9.423902999848423
16213,2.240382873585059
11268,4.748289145119284
13740,4.833945514647611
18881,4.544955369593851
4609,4.927626319668734
8530,5.400156041005223
18323,4.192170589068186
10850,4.638093175157101
16755,4.544635805518153
4891,5.574290167649481
5097,3.952988938207729
4181,4.5870650462006
13875,3.1516671362240185
6431,1.843896043911179
19558,5.178106765122263
8552,4.336677842254462
12029,8.977731030376766
10891,4.574235875142687
